"variable name","title","element type","version","definition","short description","datatype","maximum character quantity","input restriction","minimum value","maximum value","permissible values","permissible value descriptions","permissible value output codes","unit of measure","guidelines/instructions","notes","preferred question text","keywords","references","population.all","domain.general (for all diseases)","domain.traumatic brain injury","domain.Parkinson's disease","domain.Friedreich's ataxia","domain.stroke","domain.amyotrophic lateral sclerosis","domain.Huntington's disease","domain.multiple sclerosis","domain.neuromuscular diseases","domain.myasthenia gravis","domain.spinal muscular atrophy","domain.Duchenne muscular dystrophy/Becker muscular dystrophy","domain.congenital muscular dystrophy","domain.spinal cord injury","domain.headache","domain.epilepsy","classification.general (for all diseases)","classification.acute hospitalized","classification.concussion/mild TBI","classification.epidemiology","classification.moderate/severe TBI: rehabilitation","classification.Parkinson's disease","classification.Friedreich's ataxia","classification.stroke","classification.amyotrophic lateral sclerosis","classification.Huntington's disease","classification.multiple sclerosis","classification.neuromuscular diseases","classification.myasthenia gravis","classification.spinal muscular atrophy","classification.Duchenne muscular dystrophy/Becker muscular dystrophy","classification.congenital muscular dystrophy","classification.spinal cord injury","classification.headache","classification.epilepsy","historical notes","Label(s)","see also","submitting organization name","submitting contact name","submitting contact information","effective date","until date","steward organization name","steward contact name","steward contact information","creation date","last change date","administrative status"
"CranlNervFaclNumbnessLoc","Cranial nerves II-XII facial numbness locations","Unique Data Element","1.0","Cranial nerves II-XII facial numbness locations","Cranial nerves II-XII facial numbness locations","Alphanumeric","4000","Free-Form Entry","","","V1 Bilateral;V1 Left;V1 Right;V2 Bilateral;V2 Left;V2 Right;V3 Bilateral;V3 Left;V3 Right","V1 Bilateral;V1 Left;V1 Right;V2 Bilateral;V2 Left;V2 Right;V3 Bilateral;V3 Left;V3 Right",";;;;;;;;","","Select all that apply.","PDBD Neurolocial Examination Form","5h-i) Note location(s) of facial numbness","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervMassetWeakFind","Cranial nerves II-XII masseter muscular weakness findings","Unique Data Element","1.0","Cranial nerves II-XII Masseter muscular weakness findings","Cranial nerves II-XII Masseter muscular weakness findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Bilateral;Left;Normal;Not assessed;Right","Bilateral;Left;Normal;Not assessed;Right","6;4;20;222;5","","Select one.","PDBD Neurolocial Examination Form","5i) Masseter weakness","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervFaclStrngthFind","Cranial nerves II-XII facial strength findings","Unique Data Element","1.0","Cranial nerves II-XII facial strength findings","Cranial nerves II-XII facial strength findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Abnormal;Normal;Not assessed","Abnormal;Normal;Not assessed","10;20;222","","Select one.","PDBD Neurolocial Examination Form","5j) Facial strength","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervFaclStrngthRt","Cranial nerves II-XII central facial strength right findings","Unique Data Element","1.0","Cranial nerves II-XII central facial strength right findings","Cranial nerves II-XII central facial strength right findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Central weakness;Normal;Not assessed;Peripheral weakness","Central weakness;Normal;Not assessed;Peripheral weakness",";;;","","Select one.","PDBD Neurolocial Examination Form","5j-i) Facial strength (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervFaclStrngthLft","Cranial nerves II-XII peripheral facial strength left findings","Unique Data Element","1.0","Cranial nerves II-XII peripheral facial strength left findings","Cranial nerves II-XII peripheral facial strength left findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Central weakness;Normal;Not assessed;Peripheral weakness","Central weakness;Normal;Not assessed;Peripheral weakness",";;;","","Select one.","PDBD Neurolocial Examination Form","5j-ii) Facial strength (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervHearingFind","Cranial nerves II-XII hearing findings","Unique Data Element","1.0","Cranial nerves II-XII hearing findings","Cranial nerves II-XII hearing findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Abnormal;Normal;Not assessed","Abnormal;Normal;Not assessed","10;20;222","","Select one.","PDBD Neurolocial Examination Form","5k) Hearing","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervHearingAbnrmlyFind","Cranial nerves II-XII hearing abnormality findings","Unique Data Element","1.0","Cranial nerves II-XII hearing abnormality findings","Cranial nerves II-XII hearing abnormality findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Bilaterally decreased;Left decreased;Normal;Not assessed;Right decreased","Bilaterally decreased;Left decreased;Normal;Not assessed;Right decreased","6;4;20;222;5","","Select one.","PDBD Neurolocial Examination Form","9R","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervWeberTestRsltFind","Cranial nerves II-XII Weber test result findings","Unique Data Element","1.0","Cranial nerves II-XII Weber test result findings","Cranial nerves II-XII Weber test result findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Lateralized Left;Lateralized Right;Normal;Not assessed","Lateralized Left;Lateralized Right;Normal;Not assessed","4;5;20;222","","Select one.","PDBD Neurolocial Examination Form","0","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervRinneTestRslt","Cranial nerves II-XII Rinne test result","Unique Data Element","1.0","Cranial nerves II-XII Rinne test result","Cranial nerves II-XII Rinne test result","Alphanumeric","","Single Pre-Defined Value Selected","","","Air <  Bone;Air = Bone;Air > Bone","Air <  Bone;Air = Bone;Air > Bone","1;2;3","","Select one.","PDBD Neurolocial Examination Form","5k-iii) Rinne","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervPalatalElevatnFind","Cranial nerves II-XII palatal elevation findings","Unique Data Element","1.0","Cranial nerves II-XII palatal elevation findings","Cranial nerves II-XII palatal elevation findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Bilaterally decreased;Left decreased;Normal;Not assessed;Right decreased","Bilaterally decreased;Left decreased;Normal;Not assessed;Right decreased","6;4;20;222;5","","Select one.","PDBD Neurolocial Examination Form","5l) Palatal elevation","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervGagRflxFind","Cranial nerves II-XII gag reflex findings","Unique Data Element","1.0","Cranial nerves II-XII Gag reflex findings","Cranial nerves II-XII Gag reflex findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Absent;Decreased;Normal;Not assessed","Absent;Decreased;Normal;Not assessed","2;10;20;555","","Select one.","PDBD Neurolocial Examination Form","5m) Gag reflex","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervShouldShrugWeakFind","Cranial nerves II-XII shoulder shrug weakness findings","Unique Data Element","1.0","Cranial nerves II-XII shoulder shrug weakness findings","Cranial nerves II-XII shoulder shrug weakness findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Bilateral;Left;Normal;Not assessed;Right","Bilateral;Left;Normal;Not assessed;Right","6;4;20;222;5","","Select one.","PDBD Neurolocial Examination Form","5n) Shoulder shrug weakness","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervSCMWeakFind","Cranial II-XII sternocleidomastoid weakness findings","Unique Data Element","1.0","Cranial II-XII sternocleidomastoid weakness findings","Cranial II-XII sternocleidomastoid weakness findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Bilateral;Left;Normal;Not assessed;Right","Bilateral;Left;Normal;Not assessed;Right","6;4;20;222;5","","Select one.","PDBD Neurolocial Examination Form","5o) Sternocleidomastoid weakness","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervTongueWeakFind","Cranial nerves II-XII tongue weakness findings","Unique Data Element","1.0","Cranial nerves II-XII tongue weakness findings","Cranial nerves II-XII tongue weakness findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Left;Normal;Not Assessed;Right","Left;Normal;Not Assessed;Right","4;20;222;5","","Select one.","PDBD Neurolocial Examination Form","5p) Tongue weakness","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"CranlNervTongueOthrFind","Cranial nerves II-XII other tongue findings","Unique Data Element","1.0","Cranial nerves II-XII other tongue findings","Cranial nerves II-XII other tongue findings","Alphanumeric","4000","Free-Form Entry","","","Atrophy;Fasciculations;None;Not assessed","Atrophy;Fasciculations;Normal;Not assessed",";;;","","Select one.","PDBD Neurolocial Examination Form","5q) Other tongue findings","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthExamFind","Motor strength  examination findings","Unique Data Element","1.0","Motor strength  examination findings","Motor strength  examination findings","Alphanumeric","","Single Pre-Defined Value Selected","","","Abnormal;Normal;Not assessed","Abnormal;Normal;Not assessed","10;20;222","","Select one.","PDBD Neurolocial Examination Form","6) Motor strength","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthDeltoidRtAssmt","Motor strength deltoid right assessment","Unique Data Element","1.0","Motor strength Deltoid right assessment","Motor strength Deltoid right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6a) Deltoid R","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthBicepsRtAssmt","Motor strength biceps right assessment","Unique Data Element","1.0","Motor strength Biceps right assessment","Motor strength Biceps right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6c) Biceps R","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthTricepsRtAssmt","Motor strength triceps right assessment","Unique Data Element","1.0","Motor strength Triceps right assessment","Motor strength Triceps right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6e) Triceps (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthExtCarpiRadRtAssmt","Motor strength ext. carpi radialials right assessment","Unique Data Element","1.0","Motor strength ext. Carpi Radialials right assessment","Motor strength ext. Carpi Radialials right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6g) Ext. Carpi Radialis (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthFlexCarpiRadRtAssmt","Motor strength flex carpi radialials right assessment","Unique Data Element","1.0","Motor strength flex Carpi Radialials right assessment","Motor strength flex Carpi Radialials right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6i) Flex Carpi Radialis (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthInterosRtAssmt","Motor strength interossei right assessment","Unique Data Element","1.0","Motor strength Interossei right assessment","Motor strength Interossei right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6k) Interossei (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthlliopsoasRtAssmt","Motor strength iliopsoas right assessment","Unique Data Element","1.0","Motor strength  lliopsoas right assessment","Motor strength  lliopsoas right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6m) lliopsoas (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthQuadcpsRtAssmt","Motor strength quadriceps right assessment","Unique Data Element","1.0","Motor strength Quadriceps right assessment","Motor strength Quadriceps right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6o) Quadriceps (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthHamstringRtAssmt","Motor strength hamstrings right assessment","Unique Data Element","1.0","Motor strength Hamstrings right assessment","Motor strength Hamstrings right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6q) Hamstrings (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthGastrocnmusRtAssmt","Motor strength gastrocnemius right assessment","Unique Data Element","1.0","Motor strength Gastrocnemius right assessment","Motor strength Gastrocnemius right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6s) Gastrocnemius (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthTblAnterRtAssmt","Motor strength tibialis anterior right assessment","Unique Data Element","1.0","Motor strength Tibialis Anterior right assessment","Motor strength Tibialis Anterior right assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6u) Tibialis Anterior (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthDeltoidLftAssmt","Motor strength deltoid left assessment","Unique Data Element","1.0","Motor strength Deltoid left assessment","Motor strength Deltoid left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6b) Deltoid (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthBicepsLftAssmt","Motor strength biceps left assessment","Unique Data Element","1.0","Motor strength Biceps left assessment","Motor strength Biceps left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6d) Biceps (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthTricepsLftAssmt","Motor strength triceps left assessment","Unique Data Element","1.0","Motor strength Triceps left assessment","Motor strength Triceps left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6f) Triceps (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthExtCarpiRadLftAssmt","Motor strength ext. carpi radialials left assessment","Unique Data Element","1.0","Motor strength ext. Carpi Radialials left assessment","Motor strength ext. Carpi Radialials left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6h) Ext. Carpi Radialis (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthFlexCarpiRadLtAssmt","Motor strength flex carpi radialials left assessment","Unique Data Element","1.0","Motor strength flex Carpi Radialials left assessment","Motor strength flex Carpi Radialials left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6j) Flex Carpi Radialis (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthInterosLftAssmt","Motor strength interossei left assessment","Unique Data Element","1.0","Motor strength Interossei left assessment","Motor strength Interossei left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6l) Interossei (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthlliopsoasLftAssmt","Motor strength  iliopsoas left assessment","Unique Data Element","1.0","Motor strength  lliopsoas left assessment","Motor strength  lliopsoas left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6n) lliopsoas (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthQuadcpsLftAssmt","Motor strength quadriceps left assessment","Unique Data Element","1.0","Motor strength Quadriceps left assessment","Motor strength Quadriceps left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6p) Quadriceps (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthHamstringLftAssmt","Motor strength hamstrings left assessment","Unique Data Element","1.0","Motor strength Hamstrings left assessment","Motor strength Hamstrings left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6r) Hamstrings (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthGastrocnmusLftAssmt","Motor strength gastrocnemius left assessment","Unique Data Element","1.0","Motor strength Gastrocnemius left assessment","Motor strength Gastrocnemius left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6t) Gastrocnemius (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthTblAnterLftAssmt","Motor strength tibialis anterior left assessment","Unique Data Element","1.0","Motor strength Tibialis Anterior left assessment","Motor strength Tibialis Anterior left assessment","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance","0;1;2;3;4;5","","Select one.","PDBD Neurolocial Examination Form","6v) Tibialis Anterior (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MotorStrgthAtrophInd","Motor strength atrophy indicator assessment","Unique Data Element","1.0","Motor strength atrophy indicator assessment","Motor strength atrophy findings","Alphanumeric","4000","Free-Form Entry","","","Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No atrophy present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R)","Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No atrophy present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R)",";;;;;;;;;;;;;;","","Select all that apply.","PDBD Neurolocial Examination Form","6w) Atrophy present in any muscle group(s)?","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
