"variable name","title","element type","version","definition","short description","datatype","maximum character quantity","input restriction","minimum value","maximum value","permissible values","permissible value descriptions","permissible value output codes","unit of measure","guidelines/instructions","notes","preferred question text","keywords","references","population.all","domain.general (for all diseases)","domain.traumatic brain injury","domain.Parkinson's disease","domain.Friedreich's ataxia","domain.stroke","domain.amyotrophic lateral sclerosis","domain.Huntington's disease","domain.multiple sclerosis","domain.neuromuscular diseases","domain.myasthenia gravis","domain.spinal muscular atrophy","domain.Duchenne muscular dystrophy/Becker muscular dystrophy","domain.congenital muscular dystrophy","domain.spinal cord injury","domain.headache","domain.epilepsy","classification.general (for all diseases)","classification.acute hospitalized","classification.concussion/mild TBI","classification.epidemiology","classification.moderate/severe TBI: rehabilitation","classification.Parkinson's disease","classification.Friedreich's ataxia","classification.stroke","classification.amyotrophic lateral sclerosis","classification.Huntington's disease","classification.multiple sclerosis","classification.neuromuscular diseases","classification.myasthenia gravis","classification.spinal muscular atrophy","classification.Duchenne muscular dystrophy/Becker muscular dystrophy","classification.congenital muscular dystrophy","classification.spinal cord injury","classification.headache","classification.epilepsy","historical notes","Label(s)","see also","submitting organization name","submitting contact name","submitting contact information","effective date","until date","steward organization name","steward contact name","steward contact information","creation date","last change date","administrative status"
"MDSUPDRSLiteHeadStndngScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - light headedness on stand score","Common Data Element","1.0","Score for the participant's/subject's level of light headedness when standing, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of light headedness when standing, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No dizzy or foggy feelings;Slight: Dizzy or foggy feelings occur. However, they do not cause me troubles doing things;Mild: Dizzy or foggy feelings cause me to hold on to something, but I do not need to sit or lie back down;Moderate: Dizzy or foggy feelings cause me to sit or lie down to avoid fainting or falling;Severe: Dizzy or foggy feelings cause me to fall or faint.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q1.12","LIGHT HEADEDNESS ON STANDING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q1.12","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFatigueScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - fatigue score","Common Data Element","1.0","Score for the participant's/subject's level of fatigue, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of fatigue, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No fatigue;Slight: Fatigue occurs. However it does not cause me troubles doing things or being with people;Mild: Fatigue causes me some troubles doing things or being with people;Moderate: Fatigue causes me a lot of troubles doing things or being with people. However, it does not stop me from doing anything;Severe: Fatigue stops me from doing things or being with people.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q1.13","FATIGUE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q1.13","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRS_PartIScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS-UPDRS) - Part I score value","Unique Data Element","1.0","MDS-UPDRS part I score value","MDS-UPDRS part I score value","Numeric Values","","Free-Form Entry","0","52","","","","","","",,"","","Adult","","","Assessments and Examinations.Other Clinical Data","","","","","","","","","","","","","","","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSSpeechScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - speech score","Common Data Element","1.0","Score for the participant's/subject's level of speech, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of speech, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: My speech is soft, slurred or uneven, but it does not cause others to ask me to repeat myself;Mild: My speech causes people to ask me to occasionally repeat myself, but not everyday;Moderate: My speech is unclear enough that others ask me to repeat myself every day even though most of my speech is understood;Severe: Most or all of my speech cannot be understood.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.1","SPEECH","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.1","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSSlivaDroolScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - saliva and drool score","Common Data Element","1.0","Score for the participant's/subject's ability to control saliva and drool, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to control saliva and drool, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I have too much saliva, but do not drool;Mild: I have some drooling during sleep, but none when I am awake;Moderate: I have some drooling when I am awake, but I usually do not need tissues or a handkerchief;Severe: I have so much drooling that I regularly need to use tissues or a handkerchief to protect my clothes.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.2","SALIVA AND DROOLING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.2","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSChwngSwllwngScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - chew swallow score","Common Data Element","1.0","Score for the participant's/subject's ability to chew and swallow food, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to chew and swallow food, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: I am aware of slowness in my chewing or increased effort at swallowing, but I do not choke or need to have my food specially prepared;Mild: I need to have my pills cut or my food specially prepared because of chewing or swallowing problems, but I have not choked over the past week;Moderate. I choked at least once in the past week;Severe: Because of chewing and swallowing problems, I need a feeding tube.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.3","CHEWING AND SWALLOWING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.3","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSEatingTskScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - eat task score","Common Data Element","1.0","Score for the participant's/subject's ability to eat and handle food and utensils, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to eat and handle food and utensils, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I am slow, but I do not need any help handling my food and have not had food spills while eating;Mild: I am slow with my eating and have occasional food spills. I may need help with a few tasks such as cutting meat;Moderate: I need help with many eating tasks but can manage some alone;Severe: I need help for most or all eating tasks.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.4","EATING TASKS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.4","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSDressingScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - dress score","Common Data Element","1.0","Score for the participant's/subject's ability to dress himself or herself, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to dress himself or herself, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I am slow but I do not need help;Mild: I am slow and need help for a few dressing tasks (buttons, bracelets);Moderate: I need help for many dressing tasks;Severe: I need help for most or all dressing tasks","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.5","DRESSING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.5","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSHygieneScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - hygiene score","Common Data Element","1.0","Score for the participant's/subject's level of hygiene, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of hygiene, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I am slow but I do not need any help;Mild: I need someone else to help me with some hygiene tasks;Moderate: I need help for many hygiene tasks;Severe: I need help for most or all of my hygiene tasks","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.6","HYGIENE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.6","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSHandwritingScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - handwrite score","Common Data Element","1.0","Score for the participant's/subject's handwriting abilities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's handwriting abilities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: My writing is slow, clumsy or uneven, but all words are clear;Mild: Some words are unclear and difficult to read;Moderate: Many words are unclear and difficult to read;Severe: Most or all words cannot be read.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.7","HANDWRITING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.7","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSHobbieOthrActScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - hobby other activity score","Common Data Element","1.0","Score for the participant's/subject's ability to perform hobbies or other activities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to perform hobbies or other activities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I am a bit slow but do these activities easily;Mild: I have some difficulty doing these activities;Moderate: I have major problems doing these activities, but still do most;Severe: I am unable to do most or all of these activities","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.8","DOING HOBBIES AND OTHER ACTIVITES","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.8","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTurngBedScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - turn bed score","Common Data Element","1.0","Score for the participant's/subject's ability to turn in bed, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to turn in bed, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I have a bit of trouble turning, but I do not need any help;Mild I have a lot of trouble turning and need occasional help from someone else;Moderate: To turn over I often need help from someone else;Severe: I am unable to turn over without help from someone else","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.9","Turning in bed and adjusting bed clothes","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.9","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTremorScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - tremor score","Common Data Element","1.0","Score for the participant's/subject's level of shaking or tremor, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of shaking or tremor, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all. I have no shaking or tremor;Slight: Shaking or tremor occurs but does not cause problems with any activities;Mild: Shaking or tremor causes problems with only a few activities;Moderate: Shaking or tremor causes problems with many of my daily activities;Severe: Shaking or tremor causes problems with most or all activities","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.10","TREMOR","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.10","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSGttngOutBedScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - get out bed car deep chair score","Common Data Element","1.0","Score for the participant's/subject's ability to get out of bed, a car, or a deep chair, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to get out of bed, a car, or a deep chair, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I am slow or awkward, but I usually can do it on my first try;Mild: I need more than one try to get up or need occasional help;Moderate: I sometimes need help to get up, but most times I can still do it on my own;Severe: I need help most or all of the time","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.11","GETTING OUT OF BED A CAR OR A DEEP CHAIR","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.11","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSWlkngBalanceScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - walk balance score","Common Data Element","1.0","Score for the participant's/subject's ability to walk and balance on his or her own, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to walk and balance on his or her own, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I am slightly slow or may drag a leg. I never use a walking aid;Mild: I occasionally use a walking aid, but I do not need any help from another person;Moderate: I usually use a walking aid (cane, walker) to walk safely without falling. However, I do not usually need the support of another person;Severe: I usually use the support of another persons to walk safely without falling","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.12","WALKING AND BALANCE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.12","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFreezingScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - freeze score","Common Data Element","1.0","Score for the participant's/subject's inability to move because he or she cannot suddenly move the feet, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's inability to move because he or she cannot suddenly move the feet, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Not at all (no problems);Slight: I briefly freeze but I can easily start walking again. I do not need help from someone else or a walking aid (cane or walker) because of freezing;Mild: I freeze and have trouble starting to walk again, but I do not need someone's help or a walking aid (cane or walker) because of freezing;Moderate: When I freeze I have a lot of trouble starting to walk again and, because of freezing, I sometimes need to use a walking aid or need someone else's help;Severe: Because of freezing, most or all of the time, I need to use a walking aid or someone's help","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q2.13","Freezing when walking","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q2.13","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRS_PartIIScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS-UPDRS) - Part II score value","Unique Data Element","1.0","MDS-UPDRS part II score value","MDS-UPDRS part II score value","Numeric Values","","Free-Form Entry","0","52","","","","","","",,"","","Adult","","","Assessments and Examinations.Other Clinical Data","","","","","","","","","","","","","","","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPtntPrknsnMedInd","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - patient on medication for Parkinson indicator","Common Data Element","1.0","Indicator for whether the participant/subject is on medication for treating the symptoms of Parkinson's Disease, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Indicator for whether the participant/subject is on medication for treating the symptoms of Parkinson's Disease, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Alphanumeric","","Single Pre-Defined Value Selected","","","No;Yes","No;Yes","0;1","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3a","Is the patient on medication for treating the symptoms of Parkinson's Disease?","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPtClinStatePrknsnMdInd","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - patient clinical state while on Parkinson medication indicator","Common Data Element","1.1","Indicator for whether the participant/subject is on the typical functional state or not , as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Indicator for whether the participant/subject is on the typical functional state or not , as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Alphanumeric","","Single Pre-Defined Value Selected","","","OFF;ON","Off is the typical functional state when patients have a poor response in spite of taking medications.;On is the typical functional state when patients are receiving medication and have a good response","0;1","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3a","If the patient is receiving medication for treating the symptoms of Parkinson's Disease mark the patient's clinical state using the following definitions","","PD:
URL: http://www.movementdisorders.org/","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3a","","","NIH/NINDS","NINDSCDE","NINDSCDE@emmes.com","","","NIH/NINDS","NINDSCDE","NINDSCDE@emmes.com","2014-04-01","2015-09-24","Published"
"MDSUPDRSPtntUseLDOPAInd","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - patient use levodopa indicator","Common Data Element","1.0","Indicator for whether the participant/subject is taking Levodopa, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Indicator for whether the participant/subject is taking Levodopa, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Alphanumeric","","Single Pre-Defined Value Selected","","","No;Yes","No;Yes","0;1","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3c","Is the patient on Levodopa","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3c","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLstLDOPADoseTm","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - last levodopa dose time","Common Data Element","1.0","Duration of time, in minutes, since the participant/subject last took Levodopa, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Duration of time, in minutes, since the participant/subject last took Levodopa, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","Minute","PD:
Record the time in minutes","MDS UPDRS Q3C1","If yes, minutes since last levodopa dose","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3C1","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFreeFlowSpeechScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - free flow speech score","Common Data Element","1.0","Score for the participant's/subject's free flowing speech ability considering the volume, modulation, clarity, slurring, palilalia, and tachyphemia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's free flowing speech ability considering the volume, modulation, clarity, slurring, palilalia, and tachyphemia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No speech problems;Slight: Loss of modulation, diction or volume, but still all words easy to understand;Mild: Loss of modulation, diction, or volume, with a few words unclear, but the overall sentences easy to follow;Moderate: Speech is difficult to understand to the point that some, but not most, sentences are poorly understood;Severe: Most speech is difficult to understand or unintelligible","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.1","SPEECH","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.1","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFacialExprScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - facial expression score","Common Data Element","1.1","Score for the participant's/subject's ability to make facial expressions observing the eye-blink frequency, masked faces or loss of facial expression, spontaneous smiling and parting of lips, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to make facial expressions, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: Normal facial expression;Slight: Minimal masked faces manifested only by decreased frequency of blinking;Mild: In addition to decreased eye-blink frequency, Masked faces present in the lower face as well, namely fewer movements around the mouth, such as less spontaneous smiling, but lips not parted;Moderate: Masked faces with lips parted some of the time when the mouth is at rest;Severe: Masked faces with lips parted most of the time when the mouth is at rest","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.2","FACIAL EXPRESSION","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.2","","","NIH/NINDS","NINDS CDE","NINDSCDE@EMMES.COM","","","NIH/NINDS","NINDS CDE","NINDSCDE@EMMES.COM","2014-04-01","2016-11-17","Published"
"MDSUPDRSNeckRigidScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - neck rigidity score","Common Data Element","1.0","Score for the participant's/subject's neck rigidity , as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's neck rigidity , as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No rigidity;Slight: Rigidity only detected with activation maneuver;Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved;Moderate: Rigidity detected without the activation maneuver| full range of motion is achieved with effort;Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.","0;1;2;3;4","","PD:
First, test without an activation maneuver. Test and rate neck and each limb separately. For arms, test the wrist and elbow joints simultaneously. For legs, test the hip and knee joints simultaneously. If no rigidity is detected, use an activation maneuver such as tapping fingers, fist opening/closing, or heel tapping in a limb not being tested. Explain to the patient to go as limp as possible as you test for rigidity.","MDS UPDRS Q3.3a","RIGIDTY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.3a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
